Volatility 3 Framework 2.4.1

PID	Process	Value	Privilege	Attributes	Description
136	Registry	17	SeBackupPrivilege		Backup files and directories
136	Registry	18	SeRestorePrivilege		Restore files and directories
136	Registry	19	SeShutdownPrivilege		Shut down the system
136	Registry	20	SeDebugPrivilege		Debug programs
136	Registry	21	SeAuditPrivilege		Generate security audits
136	Registry	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
136	Registry	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
136	Registry	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
136	Registry	25	SeUndockPrivilege		Remove computer from docking station
136	Registry	26	SeSyncAgentPrivilege		Synch directory service data
136	Registry	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
136	Registry	28	SeManageVolumePrivilege		Manage the files on a volume
136	Registry	29	SeImpersonatePrivilege		Impersonate a client after authentication
136	Registry	30	SeCreateGlobalPrivilege		Create global objects
136	Registry	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
136	Registry	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
136	Registry	33	SeIncreaseWorkingSetPrivilege		Allocate more memory for user applications
136	Registry	34	SeTimeZonePrivilege		Adjust the time zone of the computer's internal clock
136	Registry	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
136	Registry	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
360	smss.exe	2	SeCreateTokenPrivilege	Present	Create a token object
360	smss.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
360	smss.exe	4	SeLockMemoryPrivilege	Present,Enabled,Default	Lock pages in memory
360	smss.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
360	smss.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
360	smss.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
360	smss.exe	8	SeSecurityPrivilege	Present	Manage auditing and security log
360	smss.exe	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
360	smss.exe	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
360	smss.exe	11	SeSystemProfilePrivilege	Present,Enabled,Default	Profile system performance
360	smss.exe	12	SeSystemtimePrivilege	Present	Change the system time
360	smss.exe	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
360	smss.exe	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
360	smss.exe	15	SeCreatePagefilePrivilege	Present,Enabled,Default	Create a pagefile
360	smss.exe	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
360	smss.exe	17	SeBackupPrivilege	Present	Backup files and directories
360	smss.exe	18	SeRestorePrivilege	Present	Restore files and directories
360	smss.exe	19	SeShutdownPrivilege	Present	Shut down the system
360	smss.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
360	smss.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
360	smss.exe	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
360	smss.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
360	smss.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
360	smss.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
360	smss.exe	26	SeSyncAgentPrivilege		Synch directory service data
360	smss.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
360	smss.exe	28	SeManageVolumePrivilege	Present	Manage the files on a volume
360	smss.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
360	smss.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
360	smss.exe	31	SeTrustedCredManAccessPrivilege	Present	Access Credential Manager as a trusted caller
360	smss.exe	32	SeRelabelPrivilege	Present	Modify the mandatory integrity level of an object
360	smss.exe	33	SeIncreaseWorkingSetPrivilege	Present,Enabled,Default	Allocate more memory for user applications
360	smss.exe	34	SeTimeZonePrivilege	Present,Enabled,Default	Adjust the time zone of the computer's internal clock
360	smss.exe	35	SeCreateSymbolicLinkPrivilege	Present,Enabled,Default	Required to create a symbolic link
360	smss.exe	36	SeDelegateSessionUserImpersonatePrivilege	Present,Enabled,Default	Obtain an impersonation token for another user in the same session.
452	csrss.exe	2	SeCreateTokenPrivilege	Present	Create a token object
452	csrss.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
452	csrss.exe	4	SeLockMemoryPrivilege	Present,Enabled,Default	Lock pages in memory
452	csrss.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
452	csrss.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
452	csrss.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
452	csrss.exe	8	SeSecurityPrivilege	Present	Manage auditing and security log
452	csrss.exe	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
452	csrss.exe	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
452	csrss.exe	11	SeSystemProfilePrivilege	Present,Enabled,Default	Profile system performance
452	csrss.exe	12	SeSystemtimePrivilege	Present	Change the system time
452	csrss.exe	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
452	csrss.exe	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
452	csrss.exe	15	SeCreatePagefilePrivilege	Present,Enabled,Default	Create a pagefile
452	csrss.exe	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
452	csrss.exe	17	SeBackupPrivilege	Present	Backup files and directories
452	csrss.exe	18	SeRestorePrivilege	Present	Restore files and directories
452	csrss.exe	19	SeShutdownPrivilege	Present	Shut down the system
452	csrss.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
452	csrss.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
452	csrss.exe	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
452	csrss.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
452	csrss.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
452	csrss.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
452	csrss.exe	26	SeSyncAgentPrivilege		Synch directory service data
452	csrss.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
452	csrss.exe	28	SeManageVolumePrivilege	Present	Manage the files on a volume
452	csrss.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
452	csrss.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
452	csrss.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
452	csrss.exe	32	SeRelabelPrivilege	Present	Modify the mandatory integrity level of an object
452	csrss.exe	33	SeIncreaseWorkingSetPrivilege	Present,Enabled,Default	Allocate more memory for user applications
452	csrss.exe	34	SeTimeZonePrivilege	Present,Enabled,Default	Adjust the time zone of the computer's internal clock
452	csrss.exe	35	SeCreateSymbolicLinkPrivilege	Present,Enabled,Default	Required to create a symbolic link
452	csrss.exe	36	SeDelegateSessionUserImpersonatePrivilege	Present,Enabled,Default	Obtain an impersonation token for another user in the same session.
528	wininit.exe	2	SeCreateTokenPrivilege		Create a token object
528	wininit.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
528	wininit.exe	4	SeLockMemoryPrivilege	Default	Lock pages in memory
528	wininit.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
528	wininit.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
528	wininit.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
528	wininit.exe	8	SeSecurityPrivilege	Present	Manage auditing and security log
528	wininit.exe	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
528	wininit.exe	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
528	wininit.exe	11	SeSystemProfilePrivilege	Default	Profile system performance
528	wininit.exe	12	SeSystemtimePrivilege		Change the system time
528	wininit.exe	13	SeProfileSingleProcessPrivilege	Default	Profile a single process
528	wininit.exe	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
528	wininit.exe	15	SeCreatePagefilePrivilege	Default	Create a pagefile
528	wininit.exe	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
528	wininit.exe	17	SeBackupPrivilege	Present	Backup files and directories
528	wininit.exe	18	SeRestorePrivilege	Present	Restore files and directories
528	wininit.exe	19	SeShutdownPrivilege	Present	Shut down the system
528	wininit.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
528	wininit.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
528	wininit.exe	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
528	wininit.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
528	wininit.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
528	wininit.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
528	wininit.exe	26	SeSyncAgentPrivilege		Synch directory service data
528	wininit.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
528	wininit.exe	28	SeManageVolumePrivilege	Present	Manage the files on a volume
528	wininit.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
528	wininit.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
528	wininit.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
528	wininit.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
528	wininit.exe	33	SeIncreaseWorkingSetPrivilege	Default	Allocate more memory for user applications
528	wininit.exe	34	SeTimeZonePrivilege	Default	Adjust the time zone of the computer's internal clock
528	wininit.exe	35	SeCreateSymbolicLinkPrivilege	Present,Enabled,Default	Required to create a symbolic link
528	wininit.exe	36	SeDelegateSessionUserImpersonatePrivilege	Present,Enabled,Default	Obtain an impersonation token for another user in the same session.
544	csrss.exe	2	SeCreateTokenPrivilege	Present	Create a token object
544	csrss.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
544	csrss.exe	4	SeLockMemoryPrivilege	Present,Enabled,Default	Lock pages in memory
544	csrss.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
544	csrss.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
544	csrss.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
544	csrss.exe	8	SeSecurityPrivilege	Present	Manage auditing and security log
544	csrss.exe	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
544	csrss.exe	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
544	csrss.exe	11	SeSystemProfilePrivilege	Present,Enabled,Default	Profile system performance
544	csrss.exe	12	SeSystemtimePrivilege	Present	Change the system time
544	csrss.exe	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
544	csrss.exe	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
544	csrss.exe	15	SeCreatePagefilePrivilege	Present,Enabled,Default	Create a pagefile
544	csrss.exe	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
544	csrss.exe	17	SeBackupPrivilege	Present	Backup files and directories
544	csrss.exe	18	SeRestorePrivilege	Present	Restore files and directories
544	csrss.exe	19	SeShutdownPrivilege	Present	Shut down the system
544	csrss.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
544	csrss.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
544	csrss.exe	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
544	csrss.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
544	csrss.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
544	csrss.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
544	csrss.exe	26	SeSyncAgentPrivilege		Synch directory service data
544	csrss.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
544	csrss.exe	28	SeManageVolumePrivilege	Present	Manage the files on a volume
544	csrss.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
544	csrss.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
544	csrss.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
544	csrss.exe	32	SeRelabelPrivilege	Present	Modify the mandatory integrity level of an object
544	csrss.exe	33	SeIncreaseWorkingSetPrivilege	Present,Enabled,Default	Allocate more memory for user applications
544	csrss.exe	34	SeTimeZonePrivilege	Present,Enabled,Default	Adjust the time zone of the computer's internal clock
544	csrss.exe	35	SeCreateSymbolicLinkPrivilege	Present,Enabled,Default	Required to create a symbolic link
544	csrss.exe	36	SeDelegateSessionUserImpersonatePrivilege	Present,Enabled,Default	Obtain an impersonation token for another user in the same session.
628	winlogon.exe	2	SeCreateTokenPrivilege		Create a token object
628	winlogon.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
628	winlogon.exe	4	SeLockMemoryPrivilege	Default	Lock pages in memory
628	winlogon.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
628	winlogon.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
628	winlogon.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
628	winlogon.exe	8	SeSecurityPrivilege	Present	Manage auditing and security log
628	winlogon.exe	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
628	winlogon.exe	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
628	winlogon.exe	11	SeSystemProfilePrivilege	Default	Profile system performance
628	winlogon.exe	12	SeSystemtimePrivilege		Change the system time
628	winlogon.exe	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
628	winlogon.exe	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
628	winlogon.exe	15	SeCreatePagefilePrivilege	Default	Create a pagefile
628	winlogon.exe	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
628	winlogon.exe	17	SeBackupPrivilege	Present	Backup files and directories
628	winlogon.exe	18	SeRestorePrivilege	Present	Restore files and directories
628	winlogon.exe	19	SeShutdownPrivilege	Present	Shut down the system
628	winlogon.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
628	winlogon.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
628	winlogon.exe	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
628	winlogon.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
628	winlogon.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
628	winlogon.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
628	winlogon.exe	26	SeSyncAgentPrivilege		Synch directory service data
628	winlogon.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
628	winlogon.exe	28	SeManageVolumePrivilege	Present	Manage the files on a volume
628	winlogon.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
628	winlogon.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
628	winlogon.exe	31	SeTrustedCredManAccessPrivilege	Present	Access Credential Manager as a trusted caller
628	winlogon.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
628	winlogon.exe	33	SeIncreaseWorkingSetPrivilege	Default	Allocate more memory for user applications
628	winlogon.exe	34	SeTimeZonePrivilege	Default	Adjust the time zone of the computer's internal clock
628	winlogon.exe	35	SeCreateSymbolicLinkPrivilege	Default	Required to create a symbolic link
628	winlogon.exe	36	SeDelegateSessionUserImpersonatePrivilege	Default	Obtain an impersonation token for another user in the same session.
672	services.exe	2	SeCreateTokenPrivilege		Create a token object
672	services.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
672	services.exe	4	SeLockMemoryPrivilege	Present,Enabled,Default	Lock pages in memory
672	services.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
672	services.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
672	services.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
672	services.exe	8	SeSecurityPrivilege	Present	Manage auditing and security log
672	services.exe	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
672	services.exe	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
672	services.exe	11	SeSystemProfilePrivilege	Present,Enabled,Default	Profile system performance
672	services.exe	12	SeSystemtimePrivilege	Present	Change the system time
672	services.exe	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
672	services.exe	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
672	services.exe	15	SeCreatePagefilePrivilege	Present,Enabled,Default	Create a pagefile
672	services.exe	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
672	services.exe	17	SeBackupPrivilege	Present	Backup files and directories
672	services.exe	18	SeRestorePrivilege	Present	Restore files and directories
672	services.exe	19	SeShutdownPrivilege	Present	Shut down the system
672	services.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
672	services.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
672	services.exe	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
672	services.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
672	services.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
672	services.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
672	services.exe	26	SeSyncAgentPrivilege		Synch directory service data
672	services.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
672	services.exe	28	SeManageVolumePrivilege	Present	Manage the files on a volume
672	services.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
672	services.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
672	services.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
672	services.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
672	services.exe	33	SeIncreaseWorkingSetPrivilege	Present,Enabled,Default	Allocate more memory for user applications
672	services.exe	34	SeTimeZonePrivilege	Present,Enabled,Default	Adjust the time zone of the computer's internal clock
672	services.exe	35	SeCreateSymbolicLinkPrivilege	Present,Enabled,Default	Required to create a symbolic link
672	services.exe	36	SeDelegateSessionUserImpersonatePrivilege	Present,Enabled,Default	Obtain an impersonation token for another user in the same session.
680	lsass.exe	2	SeCreateTokenPrivilege	Present,Enabled	Create a token object
680	lsass.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
680	lsass.exe	4	SeLockMemoryPrivilege	Present,Enabled,Default	Lock pages in memory
680	lsass.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
680	lsass.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
680	lsass.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
680	lsass.exe	8	SeSecurityPrivilege	Present	Manage auditing and security log
680	lsass.exe	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
680	lsass.exe	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
680	lsass.exe	11	SeSystemProfilePrivilege	Present,Enabled,Default	Profile system performance
680	lsass.exe	12	SeSystemtimePrivilege	Present	Change the system time
680	lsass.exe	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
680	lsass.exe	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
680	lsass.exe	15	SeCreatePagefilePrivilege	Present,Enabled,Default	Create a pagefile
680	lsass.exe	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
680	lsass.exe	17	SeBackupPrivilege	Present	Backup files and directories
680	lsass.exe	18	SeRestorePrivilege	Present	Restore files and directories
680	lsass.exe	19	SeShutdownPrivilege	Present	Shut down the system
680	lsass.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
680	lsass.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
680	lsass.exe	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
680	lsass.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
680	lsass.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
680	lsass.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
680	lsass.exe	26	SeSyncAgentPrivilege		Synch directory service data
680	lsass.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
680	lsass.exe	28	SeManageVolumePrivilege	Present	Manage the files on a volume
680	lsass.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
680	lsass.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
680	lsass.exe	31	SeTrustedCredManAccessPrivilege	Present	Access Credential Manager as a trusted caller
680	lsass.exe	32	SeRelabelPrivilege	Present	Modify the mandatory integrity level of an object
680	lsass.exe	33	SeIncreaseWorkingSetPrivilege	Present,Enabled,Default	Allocate more memory for user applications
680	lsass.exe	34	SeTimeZonePrivilege	Present,Enabled,Default	Adjust the time zone of the computer's internal clock
680	lsass.exe	35	SeCreateSymbolicLinkPrivilege	Present,Enabled,Default	Required to create a symbolic link
680	lsass.exe	36	SeDelegateSessionUserImpersonatePrivilege	Present,Enabled,Default	Obtain an impersonation token for another user in the same session.
816	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
816	svchost.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
816	svchost.exe	4	SeLockMemoryPrivilege	Present,Enabled,Default	Lock pages in memory
816	svchost.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
816	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
816	svchost.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
816	svchost.exe	8	SeSecurityPrivilege	Present	Manage auditing and security log
816	svchost.exe	9	SeTakeOwnershipPrivilege	Present	Take ownership of files/objects
816	svchost.exe	10	SeLoadDriverPrivilege	Present	Load and unload device drivers
816	svchost.exe	11	SeSystemProfilePrivilege	Present,Enabled,Default	Profile system performance
816	svchost.exe	12	SeSystemtimePrivilege	Present	Change the system time
816	svchost.exe	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
816	svchost.exe	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
816	svchost.exe	15	SeCreatePagefilePrivilege	Present,Enabled,Default	Create a pagefile
816	svchost.exe	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
816	svchost.exe	17	SeBackupPrivilege	Present	Backup files and directories
816	svchost.exe	18	SeRestorePrivilege	Present	Restore files and directories
816	svchost.exe	19	SeShutdownPrivilege	Present	Shut down the system
816	svchost.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
816	svchost.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
816	svchost.exe	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
816	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
816	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
816	svchost.exe	25	SeUndockPrivilege	Present	Remove computer from docking station
816	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
816	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
816	svchost.exe	28	SeManageVolumePrivilege	Present	Manage the files on a volume
816	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
816	svchost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
816	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
816	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
816	svchost.exe	33	SeIncreaseWorkingSetPrivilege	Present,Enabled,Default	Allocate more memory for user applications
